Date;U.S. Gulf Coast Kerosene-Type Jet Fuel Spot Price FOB in U.S. Dollars per Gallon
2004-08-22T20:00:00-04:00;1.25
2004-08-05T20:00:00-04:00;1.207
2004-08-01T20:00:00-04:00;1.208
2004-07-28T20:00:00-04:00;1.19
2004-07-14T20:00:00-04:00;1.128
2004-07-05T20:00:00-04:00;1.139
2004-06-27T20:00:00-04:00;1.043
2004-05-25T20:00:00-04:00;1.02
2004-05-12T20:00:00-04:00;1.169
2004-05-05T20:00:00-04:00;1.081
2004-05-03T20:00:00-04:00;1.058
2004-05-02T20:00:00-04:00;1.05
2004-04-25T20:00:00-04:00;1.008
2004-04-21T20:00:00-04:00;0.994
2004-04-20T20:00:00-04:00;0.975
2004-04-19T20:00:00-04:00;0.979
2004-03-29T19:00:00-05:00;0.939
2004-03-28T19:00:00-05:00;0.918
2004-03-24T19:00:00-05:00;0.936
2004-02-23T19:00:00-05:00;0.914
2004-02-16T19:00:00-05:00;0.982
2004-02-12T19:00:00-05:00;0.953
2004-02-03T19:00:00-05:00;0.908
2004-01-28T19:00:00-05:00;0.95
2004-01-27T19:00:00-05:00;0.974
2004-01-22T19:00:00-05:00;1.032
2004-01-15T19:00:00-05:00;0.988
2004-01-13T19:00:00-05:00;0.982
2003-12-23T19:00:00-05:00;0.903
2003-12-21T19:00:00-05:00;0.867
2003-12-11T19:00:00-05:00;0.88
2003-12-04T19:00:00-05:00;0.869
2003-12-02T19:00:00-05:00;0.87
2003-11-30T19:00:00-05:00;0.825
2003-11-17T19:00:00-05:00;0.876
2003-11-05T19:00:00-05:00;0.81
2003-11-04T19:00:00-05:00;0.811
2003-10-23T20:00:00-04:00;0.813
2003-10-08T20:00:00-04:00;0.851
2003-10-02T20:00:00-04:00;0.814
2003-09-30T20:00:00-04:00;0.79
2003-09-24T20:00:00-04:00;0.736
2003-09-17T20:00:00-04:00;0.705
2003-09-15T20:00:00-04:00;0.728
2003-09-11T20:00:00-04:00;0.736
2003-09-10T20:00:00-04:00;0.744
2003-09-07T20:00:00-04:00;0.751
2003-09-03T20:00:00-04:00;0.762
2003-08-21T20:00:00-04:00;0.83
2003-08-19T20:00:00-04:00;0.812
2003-08-18T20:00:00-04:00;0.797
2003-07-14T20:00:00-04:00;0.806
2003-06-15T20:00:00-04:00;0.733
2003-06-12T20:00:00-04:00;0.728
2003-06-01T20:00:00-04:00;0.746
2003-05-18T20:00:00-04:00;0.717
2003-05-15T20:00:00-04:00;0.744
2003-05-13T20:00:00-04:00;0.752
2003-05-05T20:00:00-04:00;0.669
2003-04-29T20:00:00-04:00;0.69
2003-04-23T20:00:00-04:00;0.747
2003-04-15T20:00:00-04:00;0.761
2003-04-14T20:00:00-04:00;0.803
2003-03-31T19:00:00-05:00;0.728
2003-03-30T19:00:00-05:00;0.771
2003-03-25T19:00:00-05:00;0.714
2003-03-20T19:00:00-05:00;0.7
2003-03-11T19:00:00-05:00;1.021
2003-02-09T19:00:00-05:00;1.059
2003-02-06T19:00:00-05:00;1.161
2003-01-28T19:00:00-05:00;0.939
2003-01-26T19:00:00-05:00;0.904
2003-01-15T19:00:00-05:00;0.875
2003-01-09T19:00:00-05:00;0.842
2002-12-25T19:00:00-05:00;0.92
2002-12-05T19:00:00-05:00;0.725
2002-12-04T19:00:00-05:00;0.728
2002-11-19T19:00:00-05:00;0.729
2002-11-12T19:00:00-05:00;0.665
2002-11-11T19:00:00-05:00;0.68
2002-11-10T19:00:00-05:00;0.68
2002-11-06T19:00:00-05:00;0.685
2002-10-29T19:00:00-05:00;0.727
2002-10-27T19:00:00-05:00;0.724
2002-10-16T20:00:00-04:00;0.811
2002-09-25T20:00:00-04:00;0.816
2002-09-08T20:00:00-04:00;0.796
2002-09-02T20:00:00-04:00;0.728
2002-08-07T20:00:00-04:00;0.682
2002-07-24T20:00:00-04:00;0.685
2002-07-18T20:00:00-04:00;0.706
2002-07-17T20:00:00-04:00;0.702
2002-07-01T20:00:00-04:00;0.693
2002-06-30T20:00:00-04:00;0.688
2002-06-19T20:00:00-04:00;0.667
2002-06-13T20:00:00-04:00;0.668
2002-06-10T20:00:00-04:00;0.621
2002-06-03T20:00:00-04:00;0.634
2002-06-02T20:00:00-04:00;0.628
2002-05-16T20:00:00-04:00;0.682
2002-05-14T20:00:00-04:00;0.677
2002-05-07T20:00:00-04:00;0.665
2002-04-22T20:00:00-04:00;0.664
2002-04-16T20:00:00-04:00;0.65
2002-04-15T20:00:00-04:00;0.642
2002-04-14T20:00:00-04:00;0.632
2002-04-01T19:00:00-05:00;0.708
2002-03-25T19:00:00-05:00;0.653
2002-03-04T19:00:00-05:00;0.606
2002-02-21T19:00:00-05:00;0.553
2002-01-29T19:00:00-05:00;0.522
2002-01-21T19:00:00-05:00;0.516
2002-01-09T19:00:00-05:00;0.547
2001-12-26T19:00:00-05:00;0.57
2001-12-20T19:00:00-05:00;0.532
2001-12-16T19:00:00-05:00;0.517
2001-11-18T19:00:00-05:00;0.506
2001-10-29T19:00:00-05:00;0.616
2001-10-28T19:00:00-05:00;0.622
2001-10-10T20:00:00-04:00;0.656
2001-10-09T20:00:00-04:00;0.637
2001-10-07T20:00:00-04:00;0.633
2001-10-04T20:00:00-04:00;0.632
2001-09-25T20:00:00-04:00;0.638
2001-09-09T20:00:00-04:00;0.816
2001-08-26T20:00:00-04:00;0.779
2001-08-16T20:00:00-04:00;0.732
2001-08-15T20:00:00-04:00;0.766
2001-08-05T20:00:00-04:00;0.744
2001-07-24T20:00:00-04:00;0.718
2001-07-23T20:00:00-04:00;0.697
2001-07-15T20:00:00-04:00;0.689
2001-06-28T20:00:00-04:00;0.726
2001-06-27T20:00:00-04:00;0.713
2001-06-18T20:00:00-04:00;0.778
2001-06-11T20:00:00-04:00;0.816
2001-06-07T20:00:00-04:00;0.776
2001-06-06T20:00:00-04:00;0.767
2001-05-16T20:00:00-04:00;0.807
2001-05-03T20:00:00-04:00;0.843
2001-04-30T20:00:00-04:00;0.815
2001-04-22T20:00:00-04:00;0.761
2001-03-29T19:00:00-05:00;0.724
2001-03-15T19:00:00-05:00;0.719
2001-01-29T19:00:00-05:00;0.858
2001-01-24T19:00:00-05:00;0.89
2001-01-23T19:00:00-05:00;0.859
2001-01-22T19:00:00-05:00;0.918
2001-01-16T19:00:00-05:00;0.873
2001-01-08T19:00:00-05:00;0.8
2001-01-04T19:00:00-05:00;0.858
2000-12-27T19:00:00-05:00;0.761
2000-12-20T19:00:00-05:00;0.717
2000-12-14T19:00:00-05:00;0.851
2000-12-12T19:00:00-05:00;0.863
2000-12-11T19:00:00-05:00;0.932
2000-12-10T19:00:00-05:00;0.941
2000-12-03T19:00:00-05:00;1.01
2000-11-28T19:00:00-05:00;1.003
2000-11-23T19:00:00-05:00;1.098
2000-11-02T19:00:00-05:00;0.932
2000-11-01T19:00:00-05:00;0.942
2000-10-29T19:00:00-05:00;0.949
2000-10-18T20:00:00-04:00;0.949
2000-10-09T20:00:00-04:00;1.041
2000-10-08T20:00:00-04:00;0.979
2000-10-04T20:00:00-04:00;0.945
2000-09-21T20:00:00-04:00;0.98
2000-09-18T20:00:00-04:00;1.049
2000-09-13T20:00:00-04:00;1.04
2000-09-10T20:00:00-04:00;1.098
2000-09-04T20:00:00-04:00;1.005
2000-08-14T20:00:00-04:00;0.865
2000-08-13T20:00:00-04:00;0.884
2000-07-18T20:00:00-04:00;0.82
2000-07-17T20:00:00-04:00;0.824
2000-07-12T20:00:00-04:00;0.824
2000-07-10T20:00:00-04:00;0.788
2000-07-06T20:00:00-04:00;0.789
2000-07-05T20:00:00-04:00;0.791
2000-06-20T20:00:00-04:00;0.787
2000-06-14T20:00:00-04:00;0.781
2000-06-12T20:00:00-04:00;0.795
2000-06-08T20:00:00-04:00;0.752
2000-06-01T20:00:00-04:00;0.764
2000-05-31T20:00:00-04:00;0.767
2000-05-29T20:00:00-04:00;0.778
2000-05-23T20:00:00-04:00;0.798
2000-05-17T20:00:00-04:00;0.812
2000-05-16T20:00:00-04:00;0.786
2000-04-26T20:00:00-04:00;0.735
2000-04-12T20:00:00-04:00;0.708
2000-04-06T20:00:00-04:00;0.684
2000-04-04T20:00:00-04:00;0.702
2000-03-29T19:00:00-05:00;0.778
2000-03-22T19:00:00-05:00;0.7
2000-03-19T19:00:00-05:00;0.704
2000-03-12T19:00:00-05:00;0.799
2000-03-09T19:00:00-05:00;0.791
2000-03-06T19:00:00-05:00;0.879
2000-03-05T19:00:00-05:00;0.857
2000-02-27T19:00:00-05:00;0.799
2000-02-08T19:00:00-05:00;0.765
2000-02-07T19:00:00-05:00;0.718
2000-01-27T19:00:00-05:00;0.758
2000-01-25T19:00:00-05:00;0.788
2000-01-03T19:00:00-05:00;0.729
1999-12-15T19:00:00-05:00;0.712
1999-11-28T19:00:00-05:00;0.69
1999-11-23T19:00:00-05:00;0.716
1999-11-22T19:00:00-05:00;0.707
1999-11-15T19:00:00-05:00;0.688
1999-11-10T19:00:00-05:00;0.651
1999-11-07T19:00:00-05:00;0.622
1999-11-03T19:00:00-05:00;0.623
1999-11-02T19:00:00-05:00;0.61
1999-11-01T19:00:00-05:00;0.601
1999-10-25T20:00:00-04:00;0.62
1999-10-14T20:00:00-04:00;0.607
1999-10-06T20:00:00-04:00;0.572
1999-09-30T20:00:00-04:00;0.626
1999-09-28T20:00:00-04:00;0.627
1999-09-27T20:00:00-04:00;0.629
1999-09-26T20:00:00-04:00;0.634
1999-09-23T20:00:00-04:00;0.632
1999-09-22T20:00:00-04:00;0.632
1999-09-20T20:00:00-04:00;0.6
1999-09-06T20:00:00-04:00;0.601
1999-08-31T20:00:00-04:00;0.581
1999-08-30T20:00:00-04:00;0.592
1999-08-26T20:00:00-04:00;0.576
1999-08-22T20:00:00-04:00;0.585
1999-08-09T20:00:00-04:00;0.56
1999-08-05T20:00:00-04:00;0.548
1999-07-13T20:00:00-04:00;0.507
1999-07-01T20:00:00-04:00;0.492
1999-06-22T20:00:00-04:00;0.457
1999-06-21T20:00:00-04:00;0.442
1999-06-10T20:00:00-04:00;0.454
1999-06-07T20:00:00-04:00;0.426
1999-06-01T20:00:00-04:00;0.397
1999-05-27T20:00:00-04:00;0.393
1999-05-19T20:00:00-04:00;0.398
1999-05-17T20:00:00-04:00;0.397
1999-05-10T20:00:00-04:00;0.415
1999-05-03T20:00:00-04:00;0.45
1999-04-26T20:00:00-04:00;0.425
1999-04-19T20:00:00-04:00;0.422
1999-04-11T20:00:00-04:00;0.425
1999-04-04T20:00:00-04:00;0.443
1999-02-28T19:00:00-05:00;0.314
1999-02-23T19:00:00-05:00;0.324
1999-02-22T19:00:00-05:00;0.308
1999-02-21T19:00:00-05:00;0.302
1999-02-16T19:00:00-05:00;0.29
1999-02-02T19:00:00-05:00;0.329
1999-01-28T19:00:00-05:00;0.329
1999-01-19T19:00:00-05:00;0.313
1999-01-18T19:00:00-05:00;0.319
1999-01-13T19:00:00-05:00;0.322
1999-01-03T19:00:00-05:00;0.349
1998-12-02T19:00:00-05:00;0.306
1998-10-29T19:00:00-05:00;0.42
1998-10-27T19:00:00-05:00;0.414
1998-10-21T20:00:00-04:00;0.41
1998-10-15T20:00:00-04:00;0.424
1998-10-06T20:00:00-04:00;0.436
1998-10-01T20:00:00-04:00;0.43
1998-09-24T20:00:00-04:00;0.43
1998-09-10T20:00:00-04:00;0.418
1998-09-03T20:00:00-04:00;0.398
1998-09-01T20:00:00-04:00;0.39
1998-08-31T20:00:00-04:00;0.393
1998-08-30T20:00:00-04:00;0.372
1998-08-20T20:00:00-04:00;0.36
1998-08-04T20:00:00-04:00;0.379
1998-07-30T20:00:00-04:00;0.373
1998-07-29T20:00:00-04:00;0.369
1998-07-22T20:00:00-04:00;0.376
1998-07-13T20:00:00-04:00;0.407
1998-06-14T20:00:00-04:00;0.377
1998-06-07T20:00:00-04:00;0.389
1998-06-02T20:00:00-04:00;0.396
1998-06-01T20:00:00-04:00;0.396
1998-05-25T20:00:00-04:00;0.395
1998-05-14T20:00:00-04:00;0.411
1998-05-12T20:00:00-04:00;0.422
1998-04-19T20:00:00-04:00;0.43
1998-04-13T20:00:00-04:00;0.414
1998-03-30T19:00:00-05:00;0.414
1998-03-19T19:00:00-05:00;0.398
1998-03-17T19:00:00-05:00;0.404
1998-03-15T19:00:00-05:00;0.372
1998-03-05T19:00:00-05:00;0.416
1998-03-04T19:00:00-05:00;0.425
1998-02-25T19:00:00-05:00;0.434
1998-02-19T19:00:00-05:00;0.445
1998-02-18T19:00:00-05:00;0.45
1998-02-12T19:00:00-05:00;0.445
1998-02-09T19:00:00-05:00;0.453
1998-02-04T19:00:00-05:00;0.465
1998-02-01T19:00:00-05:00;0.487
1998-01-29T19:00:00-05:00;0.492
1998-01-25T19:00:00-05:00;0.485
1998-01-20T19:00:00-05:00;0.463
1998-01-12T19:00:00-05:00;0.466
1998-01-01T19:00:00-05:00;0.49
1997-12-22T19:00:00-05:00;0.499
1997-12-21T19:00:00-05:00;0.487
1997-12-17T19:00:00-05:00;0.513
1997-12-15T19:00:00-05:00;0.506
1997-12-14T19:00:00-05:00;0.502
1997-12-09T19:00:00-05:00;0.482
1997-12-08T19:00:00-05:00;0.496
1997-12-01T19:00:00-05:00;0.488
1997-11-16T19:00:00-05:00;0.558
1997-10-19T20:00:00-04:00;0.565
1997-10-07T20:00:00-04:00;0.584
1997-10-06T20:00:00-04:00;0.58
1997-09-28T20:00:00-04:00;0.579
1997-09-16T20:00:00-04:00;0.535
1997-09-09T20:00:00-04:00;0.515
1997-09-08T20:00:00-04:00;0.522
1997-09-01T20:00:00-04:00;0.544
1997-08-17T20:00:00-04:00;0.56
1997-08-13T20:00:00-04:00;0.564
1997-08-06T20:00:00-04:00;0.561
1997-07-30T20:00:00-04:00;0.561
1997-07-28T20:00:00-04:00;0.556
1997-07-14T20:00:00-04:00;0.528
1997-07-09T20:00:00-04:00;0.519
1997-07-06T20:00:00-04:00;0.529
1997-07-02T20:00:00-04:00;0.529
1997-06-30T20:00:00-04:00;0.549
1997-06-08T20:00:00-04:00;0.509
1997-06-05T20:00:00-04:00;0.509
1997-06-04T20:00:00-04:00;0.527
1997-05-28T20:00:00-04:00;0.557
1997-05-20T20:00:00-04:00;0.562
1997-05-11T20:00:00-04:00;0.558
1997-05-04T20:00:00-04:00;0.522
1997-04-10T20:00:00-04:00;0.55
1997-04-01T19:00:00-05:00;0.534
1997-03-19T19:00:00-05:00;0.563
1997-03-18T19:00:00-05:00;0.567
1997-03-16T19:00:00-05:00;0.559
1997-03-13T19:00:00-05:00;0.57
1997-03-11T19:00:00-05:00;0.571
1997-03-10T19:00:00-05:00;0.545
1997-03-09T19:00:00-05:00;0.545
1997-03-06T19:00:00-05:00;0.555
1997-02-25T19:00:00-05:00;0.596
1997-02-18T19:00:00-05:00;0.61
1997-02-17T19:00:00-05:00;0.623
1997-02-09T19:00:00-05:00;0.639
1997-01-21T19:00:00-05:00;0.653
1997-01-19T19:00:00-05:00;0.642
1997-01-15T19:00:00-05:00;0.671
1997-01-08T19:00:00-05:00;0.699
1997-01-02T19:00:00-05:00;0.694
1997-01-01T19:00:00-05:00;0.707
1996-12-26T19:00:00-05:00;0.657
1996-12-22T19:00:00-05:00;0.659
1996-12-19T19:00:00-05:00;0.672
1996-12-01T19:00:00-05:00;0.729
1996-11-20T19:00:00-05:00;0.726
1996-11-19T19:00:00-05:00;0.707
1996-11-14T19:00:00-05:00;0.724
1996-11-10T19:00:00-05:00;0.677
1996-11-04T19:00:00-05:00;0.654
1996-11-03T19:00:00-05:00;0.661
1996-10-27T19:00:00-05:00;0.688
1996-10-17T20:00:00-04:00;0.727
1996-10-15T20:00:00-04:00;0.697
1996-10-13T20:00:00-04:00;0.722
1996-10-09T20:00:00-04:00;0.693
1996-10-08T20:00:00-04:00;0.723
1996-09-23T20:00:00-04:00;0.693
1996-09-18T20:00:00-04:00;0.671
1996-09-16T20:00:00-04:00;0.667
1996-09-15T20:00:00-04:00;0.664
2012-08-07T20:00:00-04:00;3.123
2012-08-05T20:00:00-04:00;3.051
2012-08-01T20:00:00-04:00;2.939
2012-07-30T20:00:00-04:00;2.914
2012-07-15T20:00:00-04:00;2.934
2012-06-25T20:00:00-04:00;2.658
2012-06-17T20:00:00-04:00;2.691
2012-06-11T20:00:00-04:00;2.669
2012-06-10T20:00:00-04:00;2.661
2012-06-05T20:00:00-04:00;2.727
2012-06-04T20:00:00-04:00;2.687
2012-06-03T20:00:00-04:00;2.673
2012-05-21T20:00:00-04:00;2.888
2012-05-20T20:00:00-04:00;2.918
2012-05-15T20:00:00-04:00;2.952
2012-05-14T20:00:00-04:00;2.988
2012-05-07T20:00:00-04:00;3.049
2012-04-22T20:00:00-04:00;3.181
2012-04-09T20:00:00-04:00;3.158
2012-03-25T20:00:00-04:00;3.269
2012-03-22T20:00:00-04:00;3.235
2012-03-21T20:00:00-04:00;3.203
2012-03-06T19:00:00-05:00;3.236
2012-02-29T19:00:00-05:00;3.273
2012-02-26T19:00:00-05:00;3.294
2012-02-15T19:00:00-05:00;3.215
2012-02-09T19:00:00-05:00;3.17
2012-02-02T19:00:00-05:00;3.134
2012-02-01T19:00:00-05:00;3.085
2012-01-31T19:00:00-05:00;3.079
2012-01-19T19:00:00-05:00;3.045
2012-01-12T19:00:00-05:00;3.095
2012-01-10T19:00:00-05:00;3.136
2012-01-09T19:00:00-05:00;3.168
2011-12-28T19:00:00-05:00;2.93
2011-12-26T19:00:00-05:00;2.894
2011-12-20T19:00:00-05:00;2.874
2011-12-11T19:00:00-05:00;2.824
2011-12-06T19:00:00-05:00;2.943
2011-11-30T19:00:00-05:00;2.969
2011-11-29T19:00:00-05:00;3.001
2011-11-28T19:00:00-05:00;2.991
2011-11-22T19:00:00-05:00;2.936
2011-11-16T19:00:00-05:00;3.052
2011-11-10T19:00:00-05:00;3.178
2011-11-02T20:00:00-04:00;3.036
2011-10-31T20:00:00-04:00;3.011
2011-10-30T20:00:00-04:00;3.028
2011-10-27T20:00:00-04:00;3.051
2011-10-23T20:00:00-04:00;3.036
2011-10-16T20:00:00-04:00;2.986
2011-10-11T20:00:00-04:00;2.917
2011-09-25T20:00:00-04:00;2.86
2011-09-15T20:00:00-04:00;3.002
2011-08-18T20:00:00-04:00;2.988
2011-08-10T20:00:00-04:00;2.949
2011-08-09T20:00:00-04:00;2.89
2011-08-07T20:00:00-04:00;2.863
2011-08-03T20:00:00-04:00;2.954
2011-07-28T20:00:00-04:00;3.161
2011-07-27T20:00:00-04:00;3.171
2011-07-19T20:00:00-04:00;3.178
2011-07-10T20:00:00-04:00;3.125
2011-06-22T20:00:00-04:00;2.88
2011-06-20T20:00:00-04:00;2.94
2011-06-19T20:00:00-04:00;2.996
2011-06-12T20:00:00-04:00;3.162
2011-05-26T20:00:00-04:00;3.079
2011-05-23T20:00:00-04:00;3.026
2011-05-19T20:00:00-04:00;3.058
2011-05-15T20:00:00-04:00;3.02
2011-05-11T20:00:00-04:00;3.04
2011-05-08T20:00:00-04:00;3.109
2011-04-27T20:00:00-04:00;3.322
2011-04-03T20:00:00-04:00;3.228
2011-03-15T20:00:00-04:00;3.067
2011-03-14T20:00:00-04:00;3.026
2011-03-13T20:00:00-04:00;3.119
2011-03-10T19:00:00-05:00;3.079
2011-03-03T19:00:00-05:00;3.183
2011-03-02T19:00:00-05:00;3.147
2011-03-01T19:00:00-05:00;3.157
2011-02-17T19:00:00-05:00;2.806
2011-02-06T19:00:00-05:00;2.755
2011-02-03T19:00:00-05:00;2.758
2011-01-27T19:00:00-05:00;2.705
2011-01-13T19:00:00-05:00;2.663
2011-01-12T19:00:00-05:00;2.632
2010-12-28T19:00:00-05:00;2.501
2010-12-19T19:00:00-05:00;2.442
2010-12-14T19:00:00-05:00;2.458
2010-12-09T19:00:00-05:00;2.415
2010-12-06T19:00:00-05:00;2.411
2010-12-05T19:00:00-05:00;2.439
2010-11-28T19:00:00-05:00;2.369
2010-11-14T19:00:00-05:00;2.348
2010-11-09T19:00:00-05:00;2.424
2010-10-21T20:00:00-04:00;2.264
2010-10-13T20:00:00-04:00;2.269
2010-09-23T20:00:00-04:00;2.13
2010-09-14T20:00:00-04:00;2.126
2010-09-07T20:00:00-04:00;2.084
2010-09-06T20:00:00-04:00;2.066
2010-08-22T20:00:00-04:00;2.006
2010-08-10T20:00:00-04:00;2.083
2010-07-29T20:00:00-04:00;2.093
2010-07-20T20:00:00-04:00;2.009
2010-07-14T20:00:00-04:00;2.037
2010-07-13T20:00:00-04:00;2.044
2010-07-08T20:00:00-04:00;2.051
2010-07-01T20:00:00-04:00;1.905
2010-06-29T20:00:00-04:00;1.993
2010-06-27T20:00:00-04:00;2.105
2010-06-22T20:00:00-04:00;2.057
2010-06-20T20:00:00-04:00;2.141
2010-06-13T20:00:00-04:00;2.029
2010-06-09T20:00:00-04:00;2.06
2010-06-06T20:00:00-04:00;1.978
2010-06-02T20:00:00-04:00;2.058
2010-05-16T20:00:00-04:00;2.007
2010-05-11T20:00:00-04:00;2.168
2010-04-26T20:00:00-04:00;2.216
2010-04-25T20:00:00-04:00;2.236
2010-04-18T20:00:00-04:00;2.163
2010-03-30T20:00:00-04:00;2.188
2010-03-28T20:00:00-04:00;2.147
2010-03-21T20:00:00-04:00;2.091
2010-03-01T19:00:00-05:00;2.077
2010-02-22T19:00:00-05:00;2.049
2010-02-16T19:00:00-05:00;2.008
2010-01-26T19:00:00-05:00;1.923
2010-01-18T19:00:00-05:00;2.044
2010-01-14T19:00:00-05:00;2.049
2010-01-06T19:00:00-05:00;2.156
2010-01-03T19:00:00-05:00;2.165
2009-12-30T19:00:00-05:00;2.088
2009-12-17T19:00:00-05:00;1.967
2009-12-13T19:00:00-05:00;1.905
2009-12-10T19:00:00-05:00;1.909
2009-12-06T19:00:00-05:00;1.977
2009-11-29T19:00:00-05:00;2.004
2009-11-26T19:00:00-05:00;1.954
2009-11-24T19:00:00-05:00;1.975
2009-11-19T19:00:00-05:00;1.968
2009-11-10T19:00:00-05:00;2.002
2009-11-04T19:00:00-05:00;1.998
2009-10-27T20:00:00-04:00;1.982
2009-10-26T20:00:00-04:00;2.038
2009-10-22T20:00:00-04:00;2.053
2009-10-18T20:00:00-04:00;2.03
2009-10-13T20:00:00-04:00;1.934
2009-10-06T20:00:00-04:00;1.78
2009-10-05T20:00:00-04:00;1.808
2009-09-30T20:00:00-04:00;1.785
2009-09-28T20:00:00-04:00;1.699
2009-09-27T20:00:00-04:00;1.711
2009-09-23T20:00:00-04:00;1.704
2009-09-08T20:00:00-04:00;1.756
2009-09-07T20:00:00-04:00;1.743
2009-08-27T20:00:00-04:00;1.867
2009-08-18T20:00:00-04:00;1.91
2009-08-13T20:00:00-04:00;1.853
2009-07-20T20:00:00-04:00;1.77
2009-07-19T20:00:00-04:00;1.75
2009-07-05T20:00:00-04:00;1.669
2009-06-28T20:00:00-04:00;1.829
2009-06-21T20:00:00-04:00;1.757
2009-06-10T20:00:00-04:00;1.851
2009-05-25T20:00:00-04:00;1.534
2009-05-03T20:00:00-04:00;1.395
2009-04-19T20:00:00-04:00;1.332
2009-04-16T20:00:00-04:00;1.426
2009-03-31T20:00:00-04:00;1.336
2009-03-29T20:00:00-04:00;1.336
2009-03-25T20:00:00-04:00;1.47
2009-03-23T20:00:00-04:00;1.462
2009-03-09T20:00:00-04:00;1.173
2009-03-04T19:00:00-05:00;1.134
2009-02-24T19:00:00-05:00;1.233
2009-02-16T19:00:00-05:00;1.162
2009-02-03T19:00:00-05:00;1.315
2009-02-02T19:00:00-05:00;1.301
2009-02-01T19:00:00-05:00;1.35
2009-01-21T19:00:00-05:00;1.312
2009-01-15T19:00:00-05:00;1.462
2009-01-12T19:00:00-05:00;1.548
2009-01-07T19:00:00-05:00;1.557
2008-12-23T19:00:00-05:00;1.262
2008-12-18T19:00:00-05:00;1.371
2008-12-17T19:00:00-05:00;1.355
2008-12-16T19:00:00-05:00;1.35
2008-12-11T19:00:00-05:00;1.349
2008-12-07T19:00:00-05:00;1.4
2008-11-23T19:00:00-05:00;1.8
2008-11-17T19:00:00-05:00;1.796
2008-11-06T19:00:00-05:00;2.021
2008-10-27T20:00:00-04:00;1.98
2008-10-23T20:00:00-04:00;2.023
2008-10-15T20:00:00-04:00;2.207
2008-10-08T20:00:00-04:00;2.456
2008-10-06T20:00:00-04:00;2.575
2008-09-24T20:00:00-04:00;3.134
2008-09-17T20:00:00-04:00;3.177
2008-09-08T20:00:00-04:00;3.094
2008-09-04T20:00:00-04:00;3.193
2008-09-01T20:00:00-04:00;3.252
2008-08-07T20:00:00-04:00;3.171
2008-07-30T20:00:00-04:00;3.554
2008-07-23T20:00:00-04:00;3.676
2008-07-02T20:00:00-04:00;4.207
2008-06-29T20:00:00-04:00;4.02
2008-06-22T20:00:00-04:00;3.863
2008-06-15T20:00:00-04:00;3.873
2008-06-12T20:00:00-04:00;3.898
2008-06-09T20:00:00-04:00;3.861
2008-05-27T20:00:00-04:00;3.949
2008-05-06T20:00:00-04:00;3.575
2008-05-04T20:00:00-04:00;3.443
2008-04-24T20:00:00-04:00;3.492
2008-04-17T20:00:00-04:00;3.49
2008-04-13T20:00:00-04:00;3.412
2008-04-10T20:00:00-04:00;3.402
2008-04-07T20:00:00-04:00;3.29
2008-03-05T19:00:00-05:00;3.093
2008-03-03T19:00:00-05:00;2.922
2008-02-26T19:00:00-05:00;2.846
2008-02-11T19:00:00-05:00;2.685
2008-01-29T19:00:00-05:00;2.591
2008-01-09T19:00:00-05:00;2.59
2008-01-08T19:00:00-05:00;2.634
2008-01-02T19:00:00-05:00;2.751
2007-12-27T19:00:00-05:00;2.669
2007-12-26T19:00:00-05:00;2.703
2007-12-11T19:00:00-05:00;2.667
2007-11-18T19:00:00-05:00;2.672
2007-11-05T19:00:00-05:00;2.704
2007-10-31T20:00:00-04:00;2.573
2007-10-30T20:00:00-04:00;2.592
2007-10-24T20:00:00-04:00;2.473
2007-10-17T20:00:00-04:00;2.425
2007-10-11T20:00:00-04:00;2.317
2007-09-23T20:00:00-04:00;2.306
2007-09-12T20:00:00-04:00;2.293
2007-09-09T20:00:00-04:00;2.236
2007-09-06T20:00:00-04:00;2.202
2007-08-28T20:00:00-04:00;2.141
2007-08-27T20:00:00-04:00;2.093
2007-08-21T20:00:00-04:00;2.056
2007-08-15T20:00:00-04:00;2.098
2007-08-14T20:00:00-04:00;2.126
2007-08-12T20:00:00-04:00;2.062
2007-07-19T20:00:00-04:00;2.136
2007-07-15T20:00:00-04:00;2.102
2007-07-11T20:00:00-04:00;2.148
2007-07-08T20:00:00-04:00;2.142
2007-07-04T20:00:00-04:00;2.152
2007-06-28T20:00:00-04:00;2.09
2007-06-25T20:00:00-04:00;2.052
2007-06-20T20:00:00-04:00;2.122
2007-06-18T20:00:00-04:00;2.162
2007-06-10T20:00:00-04:00;2.062
2007-06-05T20:00:00-04:00;2.102
2007-05-21T20:00:00-04:00;2.07
2007-05-17T20:00:00-04:00;2.076
2007-05-08T20:00:00-04:00;2.008
2007-05-07T20:00:00-04:00;2.018
2007-04-03T20:00:00-04:00;2.031
2007-03-26T20:00:00-04:00;1.918
2007-03-25T20:00:00-04:00;1.904
2007-03-22T20:00:00-04:00;1.834
2007-03-21T20:00:00-04:00;1.829
2007-03-13T20:00:00-04:00;1.819
2007-03-07T19:00:00-05:00;1.833
2007-02-22T19:00:00-05:00;1.785
2007-02-13T19:00:00-05:00;1.685
2007-02-08T19:00:00-05:00;1.782
2007-02-07T19:00:00-05:00;1.782
2007-02-04T19:00:00-05:00;1.728
2007-01-31T19:00:00-05:00;1.744
2007-01-24T19:00:00-05:00;1.653
2007-01-10T19:00:00-05:00;1.567
2007-01-08T19:00:00-05:00;1.625
2007-01-01T19:00:00-05:00;1.731
